source_root_id,label,connected_postsynaptic_root_ids,glomerulus,glomerulus_source,output_cell_ids,output_synapse_counts,total_output_synapses,num_output_targets,top_targets,neuropils_involved
720575940617046785,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940608970197;720575940623636701;720575940605758142;720575940604352172;720575940617046785;720575940634545890;720575940627844734;720575940632403986;720575940609282825;720575940644362788;720575940640803200;720575940623955637;720575940646576436;720575940621585279;720575940633294796;720575940635945919;720575940651758838;720575940630407388;720575940611379569;720575940660217985;720575940615073587;720575940625977802;720575940623788040;720575940610669614;720575940622604749;720575940631931183;720575940608345778;720575940634303132;720575940616311513;720575940617586757;720575940610408643;720575940631526215;720575940612907121;720575940640415859;720575940620541349;720575940616169578;720575940638128474;720575940632821059;720575940640955637;720575940613804259;720575940614429165;720575940622334448;720575940613590501;720575940616417169;720575940659844225;720575940638872629;720575940631619921;720575940626741552;720575940636241550;720575940637013726;720575940622961802;720575940615081099;720575940619388062;720575940645431075;720575940630571052;720575940629832252;720575940654500257;720575940619210375;720575940637087039;720575940623973356;720575940622193276;720575940628343634;720575940615490502;720575940630960780;720575940606762686;720575940611116386;720575940618158672;720575940622650879;720575940623000858;720575940632795532;720575940623146701;720575940631943213;720575940603985952;720575940629965788;720575940644704160;720575940631978956;720575940619059102;720575940617537570;720575940630945335;720575940640986075;720575940633804212;720575940617299131;720575940624435128;720575940612637554;720575940626624275;720575940634949311;720575940630284306;720575940627690246;720575940631683927;720575940633024924;720575940628059978,64;19;18;15;15;14;13;13;12;8;8;7;7;6;6;6;5;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,364,92,720575940631930828:64;720575940608970197:19;720575940623636701:18;720575940605758142:15;720575940604352172:15,AL_L;AL_R;EB
720575940617511169,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940604352172;720575940617511169;720575940632505359;720575940644362788;720575940631616056;720575940632043832;720575940633294796;720575940610669614;720575940605758142;720575940625584484;720575940635249332;720575940628059978;720575940616758322;720575940608345778;720575940659447937;720575940623218390;720575940634545890;720575940629942343;720575940617514653;720575940610255058;720575940623788040;720575940637136752;720575940624450342;720575940623973356;720575940631479570;720575940640803200;720575940627927573;720575940622364184;720575940630407388;720575940619563429;720575940612149014;720575940611382195;720575940634984372;720575940613365650;720575940637633678;720575940616486230;720575940630960780;720575940620774326;720575940632803212;720575940621556928;720575940622052521;720575940624330281;720575940613347793;720575940616169578;720575940617046785;720575940625924618;720575940624832743;720575940628343634;720575940611944914;720575940632795532;720575940624264340;720575940629443628;720575940633033133;720575940631975884;720575940634303132;720575940621668428;720575940627349860;720575940631253967;720575940631586858;720575940612461461;720575940623636701;720575940639260032;720575940632416298;720575940622969096;720575940613127343;720575940623955637;720575940623930211;720575940618368441;720575940642015477;720575940610680274;720575940619059102;720575940619078091;720575940629963855;720575940622193276;720575940630225403;720575940649743225;720575940612637554;720575940654851489;720575940622014090;720575940618304670;720575940649045369;720575940612475598;720575940610408643;720575940614723495;720575940626886933;720575940628184040;720575940612972328;720575940616831349;720575940614019112;720575940623136717,49;28;12;7;5;5;5;5;5;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,244,91,720575940631930828:49;720575940604352172:28;720575940617511169:12;720575940632505359:7;720575940644362788:5,AL_L;AL_R;CRE_R;EB
720575940617514653,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940604352172;720575940631930828;720575940617514653;720575940616169578;720575940613365650;720575940627927573;720575940649045369;720575940623788040;720575940623650823;720575940628420264;720575940631975884;720575940632505359;720575940622969096;720575940623000858;720575940640986075;720575940623955637;720575940624264340;720575940638128474;720575940628822248;720575940631253967;720575940644362788;720575940611671506;720575940637374441;720575940660217473;720575940610255058;720575940659447937;720575940611944914;720575940622364184;720575940624487975;720575940627737365;720575940632821059;720575940632795532;720575940630407388;720575940619059102;720575940625056509;720575940612149014;720575940619078091;720575940625249618;720575940631899223;720575940611379569;720575940623572164;720575940615303391;720575940637633678;720575940616197819;720575940615607207;720575940618458513;720575940637666446;720575940612305506;720575940631526215;720575940618681168;720575940636753118;720575940654851489;720575940624669966;720575940630960780;720575940618149686;720575940631619921;720575940631467591;720575940616228213;720575940616959778;720575940621674108;720575940610131012;720575940631077369;720575940625977802;720575940623973356;720575940627185064;720575940621668428;720575940611382195;720575940611127650;720575940623228771;720575940615073587;720575940612475598;720575940640803200;720575940631479570;720575940633483807;720575940616831349;720575940622014090,70;22;14;6;6;5;5;5;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,239,76,720575940604352172:70;720575940631930828:22;720575940617514653:14;720575940616169578:6;720575940613365650:6,AL_L;AL_R;CRE_R;EB
720575940617542996,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940604352172;720575940632505359;720575940605758142;720575940623650823;720575940617542996;720575940633294796;720575940634545890;720575940644362788;720575940610669614;720575940640803200;720575940611944914;720575940622052521;720575940629089068;720575940619078091;720575940625584484;720575940626115134;720575940637666446;720575940615073587;720575940616169578;720575940619563429;720575940612637554;720575940611671506;720575940623973356;720575940616228213;720575940623636701;720575940636753118;720575940623955637;720575940623788040;720575940616758322;720575940623147959;720575940627690246;720575940613365650;720575940637136752;720575940622625279;720575940654851489;720575940620774326;720575940623572164;720575940644704160;720575940617514653;720575940632198442;720575940649743225;720575940628343634;720575940617299131;720575940622014090;720575940638128474;720575940626357586;720575940615513086;720575940637623780;720575940629443628;720575940624264340;720575940613127343;720575940612475598;720575940631253967;720575940659447937;720575940614174943;720575940631236167;720575940625056509;720575940623146701;720575940632821059;720575940612149014;720575940612461461;720575940634303132;720575940615303391;720575940617511169,39;27;10;9;8;8;7;6;6;6;6;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,219,65,720575940631930828:39;720575940604352172:27;720575940632505359:10;720575940605758142:9;720575940623650823:8,AL_L;AL_R;EB
720575940617616345,Or2a,,ORN_DA4l,consolidated_cell_types.csv.gz,720575940649045369;720575940608970197;720575940617616345;720575940634545890;720575940640803200;720575940644362788;720575940624330281;720575940633557986;720575940619061662;720575940631930828;720575940634399071;720575940632505359;720575940634949311;720575940633294796;720575940628343634;720575940637633678;720575940617046785;720575940615794619;720575940615558598;720575940629673692;720575940620957168;720575940616363963;720575940612347571;720575940629020176;720575940640830453;720575940646576436;720575940645612579;720575940605758142;720575940619269534;720575940626996252;720575940612637554;720575940630246778;720575940623955637;720575940626619411;720575940625462064,25;12;10;5;5;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,99,35,720575940649045369:25;720575940608970197:12;720575940617616345:10;720575940634545890:5;720575940640803200:5,AL_L;AL_R
720575940619563429,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940604352172;720575940633294796;720575940619563429;720575940640803200;720575940632505359;720575940623955637;720575940613127343;720575940610669614;720575940612475598;720575940630407388;720575940649045369;720575940623650823;720575940623636701;720575940640986075;720575940633483807;720575940616758322;720575940634303132;720575940644362788;720575940624330281;720575940639260032;720575940659447937;720575940617299131;720575940634545890;720575940626357586;720575940630225403;720575940627927573;720575940637623780;720575940611382195;720575940622364184;720575940609633378;720575940608970197;720575940637666446;720575940615073587;720575940614653290;720575940624508341;720575940620055905;720575940611944914;720575940613365650;720575940636753118;720575940618304670;720575940623788040;720575940627737365;720575940634984372;720575940631943213;720575940633938349;720575940627349860;720575940610408643;720575940638664014;720575940617542996;720575940621551854;720575940628059978;720575940621398254;720575940605758142;720575940631253967;720575940620224677;720575940625056509;720575940614255522;720575940634949311;720575940623973356;720575940624435128;720575940618681168;720575940638128474;720575940605391794;720575940637136752;720575940617674141;720575940625584484;720575940614019112;720575940614117374,32;29;8;7;7;7;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,182,69,720575940631930828:32;720575940604352172:29;720575940633294796:8;720575940619563429:7;720575940640803200:7,AL_L;AL_R;EB
720575940620337072,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940604352172;720575940640803200;720575940623636701;720575940620337072;720575940637136752;720575940605758142;720575940616758322;720575940623650823;720575940632505359;720575940659222657;720575940638664014;720575940625584484;720575940623955637;720575940626115134;720575940624435128;720575940629832252;720575940633294796;720575940621106102;720575940637704676;720575940627349860;720575940627397386;720575940617215700;720575940623147959;720575940645612579;720575940614723495;720575940624422643;720575940612637554;720575940649045369;720575940626619411;720575940630407388;720575940610131012;720575940632803212;720575940620957168;720575940608345778;720575940615171084;720575940624330281;720575940644590116;720575940634949311,29;6;5;4;4;4;4;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,100,38,720575940604352172:29;720575940640803200:6;720575940623636701:5;720575940620337072:4;720575940637136752:4,AL_L;AL_R;EB;MB_ML_R
720575940620774326,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940604352172;720575940631930828;720575940632505359;720575940616831349;720575940623650823;720575940620774326;720575940644362788;720575940611382195;720575940633741229;720575940649045369;720575940628822248;720575940623955637;720575940637374441;720575940627185064;720575940640986075;720575940612149014;720575940632803212;720575940640803200;720575940638128474;720575940654851489;720575940625977802;720575940637666446;720575940639260032;720575940631479570;720575940632795532;720575940610255058;720575940617514653;720575940613365650;720575940623147959;720575940619059102;720575940631253967;720575940610131012;720575940623788040;720575940616758322;720575940631236167;720575940630960780;720575940621668428;720575940620337072;720575940614429165;720575940621767629;720575940617586757;720575940624330281;720575940619061662;720575940613127343;720575940615513086;720575940606751922;720575940628914436;720575940612637554;720575940622969096;720575940635705963;720575940616228213;720575940624487975;720575940614723495;720575940611944914;720575940611671506;720575940629443628;720575940619931119;720575940634984372;720575940628420264;720575940614019112;720575940621556928;720575940608345778;720575940622052521;720575940632043832;720575940632416298;720575940617511169;720575940616169578;720575940627690246;720575940616417169;720575940634414231,46;15;14;9;8;7;6;6;5;5;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,212,70,720575940604352172:46;720575940631930828:15;720575940632505359:14;720575940616831349:9;720575940623650823:8,AL_L;AL_R;EB
720575940621449933,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940604352172;720575940640803200;720575940649045369;720575940633294796;720575940632505359;720575940627349860;720575940623636701;720575940608345778;720575940621449933;720575940634545890;720575940628822248;720575940619059102;720575940624435128;720575940640986075;720575940635249332;720575940626115134;720575940638664014;720575940630225403;720575940623955637;720575940630407388;720575940605758142;720575940628420264;720575940618304670;720575940615513086;720575940628059978;720575940622969096;720575940625249618;720575940637623780;720575940606722249;720575940637136752;720575940654851489;720575940625977802;720575940632043832;720575940612149014;720575940616197819;720575940617514653;720575940623146701;720575940627185064;720575940610255058;720575940625584484;720575940612637554;720575940623572164;720575940634949311;720575940617511169;720575940636753118;720575940624330281;720575940630960780;720575940649154681;720575940659447937;720575940606385440,59;10;9;8;8;6;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,194,50,720575940604352172:59;720575940640803200:10;720575940649045369:9;720575940633294796:8;720575940632505359:8,AL_R
720575940621668428,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940604352172;720575940640803200;720575940621668428;720575940631253967;720575940625584484;720575940636753118;720575940632505359;720575940644362788;720575940611944914;720575940627690246;720575940622052521;720575940638128474;720575940605758142;720575940621398254;720575940615303391;720575940640986075;720575940637136752;720575940613127343;720575940616169578;720575940622969096;720575940623147959;720575940615073587;720575940623973356;720575940612305506;720575940629443628;720575940634414231;720575940624382727;720575940610255058;720575940616758322;720575940617542996;720575940623146701;720575940649743225;720575940615708466;720575940637666446;720575940608345778;720575940619591872;720575940617511169;720575940634545890;720575940624435128;720575940616831349;720575940617299131;720575940620565313;720575940617514653;720575940623650823;720575940640830453;720575940611382195;720575940623136717;720575940623955637;720575940660217473;720575940631314479;720575940614019112;720575940610669614;720575940628343634;720575940627349860;720575940630407388;720575940624450342,30;19;7;6;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,147,57,720575940631930828:30;720575940604352172:19;720575940640803200:7;720575940621668428:6;720575940631253967:4,AL_L;AL_R;CRE_R;MB_ML_R
720575940622052521,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940604352172;720575940622052521;720575940633294796;720575940644362788;720575940610669614;720575940613127343;720575940630960780;720575940640803200;720575940620774326;720575940616228213;720575940637666446;720575940632505359;720575940619078091;720575940605758142;720575940614723495;720575940623572164;720575940634545890;720575940638128474;720575940611944914;720575940617542996;720575940617511169;720575940617299131;720575940628343634;720575940625977802;720575940622650879;720575940623788040;720575940625584484;720575940623955637;720575940612475598;720575940636753118;720575940649743225;720575940626115134;720575940623973356;720575940606722249;720575940623792648;720575940618937649;720575940610157688;720575940637633678;720575940640559165;720575940622193276;720575940621668428;720575940618368441;720575940619931119;720575940614610630;720575940628059978;720575940624330281;720575940640986075;720575940630407388;720575940612149014;720575940615073587;720575940611671506;720575940649154681;720575940621291852;720575940624211640;720575940623636701;720575940624264340;720575940627349860;720575940622969096;720575940632043832;720575940624832743;720575940623930211;720575940635249332;720575940616758322;720575940631704716;720575940659447937;720575940630225403;720575940623000858;720575940637374441;720575940619059102,43;28;8;7;6;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,217,70,720575940631930828:43;720575940604352172:28;720575940622052521:8;720575940633294796:7;720575940644362788:6,AL_L;AL_R;CRE_L;EB
720575940623147959,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940604352172;720575940623147959;720575940644362788;720575940639260032;720575940619078091;720575940637666446;720575940619059102;720575940632505359;720575940608970197;720575940610669614;720575940616197819;720575940637136752;720575940630960780;720575940625977802;720575940612461461;720575940617511169;720575940631616056;720575940616758322;720575940613365650;720575940640803200;720575940624264340;720575940605758142;720575940634545890;720575940616169578;720575940622052521;720575940634414231;720575940631236167;720575940632803212;720575940625584484;720575940615073587;720575940616228213;720575940626115134;720575940628059978;720575940633294796;720575940624832743;720575940621668428;720575940649045369;720575940637623780;720575940622364184;720575940617514653;720575940615171084;720575940633483807;720575940623788040;720575940623218390;720575940635170679;720575940632198442;720575940616831349;720575940637374441;720575940631253967;720575940631526215;720575940615303391;720575940632197930;720575940621551854;720575940618609462;720575940631603281;720575940632043832;720575940613127343;720575940636753118;720575940617140765;720575940634303132;720575940634984372;720575940610408643;720575940623973356;720575940644704160;720575940614723495;720575940617542996;720575940636241550;720575940624450342;720575940617299131;720575940623650823;720575940624435128;720575940640986075;720575940617046785;720575940627690246;720575940606751922;720575940610131012;720575940623576141;720575940624382727;720575940612149014;720575940606722249;720575940635249332;720575940631479570;720575940615513086,38;27;9;7;7;6;6;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,237,84,720575940631930828:38;720575940604352172:27;720575940623147959:9;720575940644362788:7;720575940639260032:7,AL_L;AL_R;CRE_R
720575940623572164,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940604352172;720575940631930828;720575940623572164;720575940632505359;720575940638128474;720575940631975884;720575940611671506;720575940644362788;720575940625249618;720575940622969096;720575940627927573;720575940631236167;720575940616169578;720575940623788040;720575940621449933;720575940619931119;720575940623973356;720575940631899223;720575940637666446;720575940628914436;720575940611382195;720575940630960780;720575940640803200;720575940628822248;720575940627349860;720575940633294796;720575940620774326;720575940654851489;720575940611379569;720575940623636701;720575940617629270;720575940614723495;720575940619061662;720575940617511169;720575940610669614;720575940627737365;720575940623955637;720575940618304670;720575940621668428;720575940610255058;720575940623146701;720575940610131012;720575940629443628;720575940616831349;720575940629963855;720575940659447937;720575940624832743;720575940617299131;720575940616320699;720575940625584484;720575940610161091;720575940624264340;720575940611944914;720575940614344755;720575940616228213;720575940606751922;720575940631479570;720575940620565313;720575940621551854;720575940613127343;720575940640986075;720575940624487975;720575940660217473;720575940615303391;720575940616758322;720575940620337072;720575940617542996;720575940617541081;720575940637633678;720575940611916274;720575940619078091;720575940634303132;720575940610873237;720575940637623780;720575940608345778;720575940631619921;720575940623000858;720575940625733351;720575940634984372;720575940612461461;720575940632043832;720575940623650823;720575940617514653;720575940622014090,53;21;17;9;7;7;6;5;5;5;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,263,84,720575940604352172:53;720575940631930828:21;720575940623572164:17;720575940632505359:9;720575940638128474:7,AL_L;AL_R;EB
720575940623973356,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940604352172;720575940623973356;720575940616758322;720575940644362788;720575940632505359;720575940634545890;720575940633294796;720575940605758142;720575940617511169;720575940634984372;720575940623650823;720575940640803200;720575940622650879;720575940620532244;720575940617542996;720575940616169578;720575940634414231;720575940631615800;720575940623955637;720575940608970197;720575940637136752;720575940618368441;720575940611944914;720575940621668428;720575940622969096;720575940630960780;720575940613127343;720575940633483807;720575940623788040;720575940619059102;720575940627927573;720575940612475598;720575940617299131;720575940623576141;720575940625056509;720575940630407388;720575940632198442;720575940634949311;720575940631616056;720575940637623780;720575940623218390;720575940613365650;720575940640986075;720575940623930211;720575940628343634;720575940614723495;720575940629792732;720575940638128474;720575940624264340;720575940626115134;720575940623248883;720575940636753118;720575940627185064;720575940612551594;720575940624832743;720575940623147959;720575940624435128;720575940616228213;720575940631236167;720575940649743225;720575940606751922;720575940621585279;720575940614728351;720575940624450342;720575940629443628;720575940631899223,38;23;8;7;7;6;6;5;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,185,67,720575940631930828:38;720575940604352172:23;720575940623973356:8;720575940616758322:7;720575940644362788:7,AL_L;AL_R;CRE_R;LAL_R;MB_ML_R
720575940624264340,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940604352172;720575940631930828;720575940623788040;720575940627927573;720575940623955637;720575940610131012;720575940632505359;720575940611944914;720575940636241550;720575940625249618;720575940621398254;720575940616228213;720575940624264340;720575940633294796;720575940612461461;720575940616169578;720575940612149014;720575940640986075;720575940644362788;720575940627185064;720575940627690246;720575940649045369;720575940614019112;720575940623865597;720575940637374441;720575940622014090;720575940620774326;720575940610669614;720575940628914436;720575940633741229;720575940623146701;720575940622219478;720575940613365650;720575940620565313;720575940628822248;720575940614723495;720575940640803200;720575940608241365;720575940631479570;720575940634984372;720575940617511169;720575940631975884;720575940617586757;720575940631899223;720575940617514653;720575940649154681;720575940629963855;720575940610255058;720575940630945335;720575940623650823;720575940632821059;720575940624450342;720575940615303391;720575940612637554;720575940619059102;720575940631616056;720575940629443628;720575940623248883;720575940613127343;720575940632043832;720575940624330281;720575940618368441;720575940608345778;720575940639260032,39;31;5;5;5;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,182,64,720575940604352172:39;720575940631930828:31;720575940623788040:5;720575940627927573:5;720575940623955637:5,AL_L;AL_R;CRE_R;MB_ML_R
720575940627185064,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940604352172;720575940631930828;720575940627185064;720575940638128474;720575940623788040;720575940632505359;720575940617514653;720575940612475598;720575940616169578;720575940644362788;720575940610669614;720575940631899223;720575940612149014;720575940637666446;720575940640803200;720575940631479570;720575940612461461;720575940623248883;720575940627927573;720575940621398254;720575940631975884;720575940637374441;720575940620774326;720575940606722249;720575940610131012;720575940636753118;720575940623650823;720575940634414231;720575940613365650;720575940611671506;720575940621449933;720575940628914436;720575940617586757;720575940605758142;720575940623146701;720575940616758322;720575940614956072;720575940610255058;720575940623636701;720575940611379569;720575940660217473;720575940622014090;720575940611944914;720575940615171084;720575940637136752;720575940611382195;720575940621585279;720575940616959778;720575940632043832;720575940633483807;720575940631616056;720575940631236167;720575940634949311;720575940626741552;720575940626624275;720575940622969096;720575940617542996;720575940640830453;720575940620755126;720575940629443628;720575940623955637;720575940627690246;720575940641403021;720575940617140765;720575940624264340,49;29;9;7;6;6;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,219,65,720575940604352172:49;720575940631930828:29;720575940627185064:9;720575940638128474:7;720575940623788040:6,AL_L;AL_R;CRE_R
720575940629443628,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940604352172;720575940631930828;720575940611671506;720575940627927573;720575940629443628;720575940638128474;720575940623572164;720575940616169578;720575940610669614;720575940626115134;720575940638288447;720575940623788040;720575940629724380;720575940659447937;720575940644362788;720575940639260032;720575940640803200;720575940636753118;720575940611379569;720575940628420264;720575940659844225;720575940633741229;720575940623248883;720575940624264340;720575940637374441;720575940616831349;720575940623650823;720575940623955637;720575940605758142;720575940640372021;720575940633483807;720575940634984372;720575940620565313;720575940618368441;720575940627185064;720575940615171084;720575940620774326;720575940623147959;720575940617542996;720575940606751922;720575940628822248;720575940649743225;720575940613365650;720575940633294796;720575940627397386;720575940628343634;720575940615303391;720575940606056905;720575940622626303;720575940625584484;720575940631975884;720575940614723495;720575940612907121;720575940631616056;720575940637666446;720575940634949311;720575940660217473;720575940625442192;720575940608970197;720575940632505359;720575940622969096;720575940629942343;720575940617514653;720575940616758322;720575940606722249;720575940627349860;720575940621398254;720575940632803212;720575940621585279,41;25;7;6;6;5;5;4;4;4;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,186,69,720575940604352172:41;720575940631930828:25;720575940611671506:7;720575940627927573:6;720575940629443628:6,AL_L;AL_R
720575940630960780,Or2a,,ORN_DA4m,consolidated_cell_types.csv.gz,720575940631930828;720575940604352172;720575940630960780;720575940632505359;720575940634545890;720575940637666446;720575940610669614;720575940621398254;720575940617140765;720575940630225403;720575940605758142;720575940631616056;720575940619078091;720575940632198442;720575940623650823;720575940637136752;720575940628343634;720575940635249332;720575940619059102;720575940633294796;720575940612461461;720575940629942343;720575940631253967;720575940623218390;720575940628059978;720575940627927573;720575940636241550;720575940626162707;720575940612637554;720575940622052521;720575940628822248;720575940623788040;720575940637623780;720575940621072297;720575940644362788;720575940627185064;720575940631236167;720575940623636701;720575940640986075;720575940649743225;720575940610131012;720575940608928324;720575940621449933;720575940634984372;720575940623147959;720575940633557986;720575940606722249;720575940608970197;720575940631479570;720575940621609754;720575940613127343;720575940632795532;720575940636753118;720575940633483807;720575940622364184;720575940640803200;720575940632043832;720575940659447937;720575940654851489;720575940623026357;720575940628683002;720575940617514653;720575940626115134;720575940618368441;720575940624435128,49;16;12;10;6;5;5;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,193,65,720575940631930828:49;720575940604352172:16;720575940630960780:12;720575940632505359:10;720575940634545890:6,AL_L;AL_R;LAL_R
